"Freq","title"
15.44,"Memento (2000)"
0.06,"Brothers, The (2001)"
0.7,"Heartbreakers (2001)"
0.03,"Dentist, The (1996)"
0.2,"Say It Isn't So (2001)"
0.87,"Blown Away (1994)"
0.01,"Too Much Sleep (1997)"
0.44,"Someone Like You (2001)"
0.01,"David Copperfield (1935)"
2.04,"Spy Kids (2001)"
0.27,"Tomcats (2001)"
0,"Familia (1996)"
0.6,"Tailor of Panama, The (2001)"
0.01,"How to Irritate People (1969)"
2.44,"Amores Perros (Love's a Bitch) (2000)"
0.07,"Threads (1984)"
0.05,"Keep the River on Your Right: A Modern Cannibal Tale (2000)"
0.1,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)"
1.3,"Along Came a Spider (2001)"
0.03,"Yamakasi - Les samouraïs des temps modernes (2001)"
3.43,"Blow (2001)"
0.01,"Love's Enduring Promise (2004)"
0.29,"Blue Chips (1994)"
0.16,"Just Visiting (2001)"
0,"After Image (Seeing in the Dark) (2001)"
0.26,"Pokémon 3: The Movie (2001)"
0,"After Midnight (1989)"
0.41,"New World, The (2005)"
0.08,"Beautiful Creatures (2000)"
0.09,"Voices of a Distant Star (Hoshi no koe) (2003)"
0.04,"Brigham City (2001)"
0.02,"Day I Became a Woman, The (Roozi khe zan shodam) (2000)"
0.03,"Shadow Magic (2000)"
5.88,"Bridget Jones's Diary (2001)"
1,"Joe Dirt (2001)"
0.57,"Josie and the Pussycats (2001)"
0.03,"Kingdom Come (2001)"
0,"When You Comin' Back, Red Ryder? (1979)"
0.32,"Blue Sky (1994)"
0.06,"Body, The (2001)"
0.32,"Chopper (2000)"
0.03,"Christmas in Connecticut (1945)"
0.05,"Circle, The (Dayereh) (2000)"
0.02,"Lakeboat (2000)"
0.72,"Crocodile Dundee in Los Angeles (2001)"
0.01,"She (1935)"
0.01,"Passport to Pimlico (1949)"
0.01,"Whisky Galore (1949)"
0.69,"Freddy Got Fingered (2001)"
0,"A Run for Your Money (1949)"
0,"Master of Ballantrae, The (1953)"
0.03,"7 Faces of Dr. Lao (1964)"
0.01,"Samurai Assassin (Samurai) (1965)"
0.09,"Center of the World, The (2001)"
0,"Lies My Father Told Me (1975)"
0.01,"Girl, The (2000)"
0.01,"Low Down, The (2000)"
0.01,"We All Loved Each Other So Much (C'eravamo tanto amati) (1974)"
0.11,"Luzhin Defence, The (2000)"
0,"A.K. (1985)"
1.22,"Body Snatchers (1993)"
0.02,"Visit, The (2000)"
0.01,"Boys of Baraka, The (2005)"
0.02,"Lilies (1996)"
5.51,"Scarface (1983)"
0,"Tartuffe (Herr Tartüff) (1925)"
0.24,"Days of Wine and Roses (1962)"
0.56,"Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)"
0.03,"Boys Don't Cry (Chlopaki nie placza) (2000)"
0,"Superproduction (Superprodukcja) (2003)"
0,"Grand Theft Parsons (2003)"
0.49,"Driven (2001)"
0,"Devil's Pond (2003)"
0.11,"Forsaken, The (2001)"
0,"Cross of Lorraine, The (1943)"
0.39,"One Night at McCool's (2001)"
0.01,"Cutting Edge: The Magic of Movie Editing, The (2004)"
0,"Quiller Memorandum, The (1966)"
0.09,"Town & Country (2001)"
0.02,"49th Parallel (1941)"
0.01,"Rat (2000)"
0,"Yesterday (2004)"
1.24,"Boxing Helena (1993)"
4.15,"Mummy Returns, The (2001)"
0,"Penelope (1966)"
0.04,"Eureka (Yurîka) (2000)"
0.02,"Ted Bundy (2002)"
0.54,"District 13 (Banlieue 13) (2004)"
0.06,"Tuvalu (1999)"
0.17,"BloodRayne (2005)"
0.92,"Hostel (2005)"
0.53,"Grandma's Boy (2006)"
0.22,"Tristan & Isolde (2006)"
0.13,"Under the Sand (2000)"
0.22,"Glory Road (2006)"
0.19,"Last Holiday (2006)"
0.5,"Hoodwinked! (2005)"
0.01,"April's Shower (2003)"
1.39,"Underworld: Evolution (2006)"
0.23,"Cleopatra (1963)"
0.03,"Looking for Comedy in the Muslim World (2005)"
0.48,"Krull (1983)"
0.28,"Lost in America (1985)"
0.02,"Casper Meets Wendy (1998)"
0,"Hell Drivers (1957)"
0.14,"Lost World, The (1925)"
0.23,"Triumph of the Will (Triumph des Willens) (1934)"
0.02,"Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv) (1964)"
0.1,"True Believer (1989)"
0.01,"Buried Alive (1990)"
2,"Bronx Tale, A (1993)"
1.04,"World According to Garp, The (1982)"
0.02,"Candy (1968)"
0.15,"Fellini Satyricon (1969)"
0.09,"Fellini's Roma (Roma) (1972)"
0.06,"Frankie and Johnny (1966)"
0.33,"Frankie and Johnny (1991)"
0.01,"Seance (Kôrei) (2000)"
0.04,"Home of Our Own, A (1993)"
0.05,"Paris When It Sizzles (1964)"
0.03,"Pola X (1999)"
0,"Hallelujah! (1929)"
0.05,"City of Women, The (Città delle donne, La) (1980)"
0.56,"Cabin Boy (1994)"
0.13,"For the Boys (1991)"
0.07,"Cul-de-sac (1966)"
0.8,"Nine to Five (a.k.a. 9 to 5) (1980)"
0.45,"Norma Rae (1979)"
0.23,"Summer Rental (1985)"
0.01,"Riding Alone for Thousands of Miles (Qian li zou dan qi) (2005)"
0.01,"Confidentially Yours (Vivement dimanche!) (1983)"
0.13,"5,000 Fingers of Dr. T, The (1953)"
0.01,"Revolution (1985)"
0.06,"Project A ('A' gai waak) (1983)"
0.02,"Backtrack (Catchfire) (1990)"
0,"Woman's Face, A (1941)"
0,"Sword of Gideon (1986)"
0.09,"Little Manhattan (2005)"
0.4,"Love Story (1970)"
0.14,"Pelle the Conqueror (Pelle erobreren) (1987)"
0.01,"Crocodile (Ag-o) (1996)"
0.34,"Rififi (Du rififi chez les hommes) (1955)"
0.01,"Lower Depths, The (Les bas-fonds) (1936)"
0.02,"Fingersmith (2005)"
2.94,"Knight's Tale, A (2001)"
0.94,"Restoration (1995)"
0.1,"Calendar Girl (1993)"
0.07,"Bread and Roses (2000)"
0.01,"Vinci (2004)"
0.02,"Ordeal, The (Calvaire) (2004)"
0.03,"Calle 54 (2000)"
0.01,"Dunwich Horror, The (1970)"
0.01,"Quatermass Xperiment, The (1955)"
0.03,"King Is Alive, The (2000)"
0.03,"Hellraiser: Hellseeker (2002)"
0.02,"Sordid Lives (2000)"
0,"Inside Daisy Clover (1965)"
0.4,"Startup.com (2001)"
0.36,"Angel Eyes (2001)"
16.53,"Shrek (2001)"
0.02,"Fast Food, Fast Women (2000)"
5.48,"Moulin Rouge (2001)"
0,"Gamera vs. Gyaos (Daikaijû kûchûsen: Gamera tai Gyaosu) (1967)"
0,"Petits Freres (Petits Frères) (1999)"
3.79,"Carlito's Way (1993)"
4.3,"Pearl Harbor (2001)"
0.01,"Bloody Angels (1732 Høtten: Marerittet har et postnummer) (1998)"
0.12,"Himalaya (Himalaya - l'enfance d'un chef) (1999)"
0.11,"Man Who Cried, The (2000)"
0.02,"Our Song (2000)"
0.01,"Gabriela (2001)"
0.11,"Ice Castles (1978)"
0.38,"Love Potion #9 (1992)"
0.02,"Over the Edge (1979)"
0.3,"Postcards From the Edge (1990)"
0.02,"Apache (1954)"
4.92,"City Slickers II: The Legend of Curly's Gold (1994)"
0.04,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians) (1976)"
2.93,"City Slickers (1991)"
0.68,"Eight Men Out (1988)"
0.08,"Horse Soldiers, The (1959)"
0.02,"Kentuckian, The (1955)"
0.01,"Roads to Koktebel (Koktebel) (2003)"
0,"Swamp Women (1956)"
0.12,"Night, The (Notte, La) (1960)"
0,"Brotherhood of Murder (1999)"
1.59,"Mississippi Burning (1988)"
0,"8MM 2 (2005)"
0.01,"On Probation (Tiempo de Valientes) (2005)"
0.01,"Bombón: El Perro (El perro) (2004)"
1.58,"Magnificent Seven, The (1960)"
0.06,"Return of the Magnificent Seven, The (a.k.a. Return of the Seven) (1966)"
0.01,"Bird People in China, The (Chûgoku no chôjin) (1998)"
0.55,"Rio Bravo (1959)"
0,"Thoughtcrimes (2003)"
0.45,"Clean Slate (1994)"
0.05,"Scarlet Empress, The (1934)"
0.08,"Semi-Tough (1978)"
0.14,"Suspect (1987)"
0.9,"Throw Momma from the Train (1987)"
0.13,"Water (2005)"
0.26,"Yi Yi (2000)"
0.04,"Midnight Madness (1980)"
0.01,"Temptations, The (1998)"
0.2,"Nightwatch (Nattevagten) (1994)"
0.17,"Sand Pebbles, The (1966)"
0.28,"Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)"
0.25,"Twelve O'Clock High (1949)"
0,"Big House, The (1930)"
0.02,"Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä) (1984)"
0.25,"Von Ryan's Express (1965)"
0.03,"Matti: Hell Is for Heroes (Matti) (2006)"
0.62,"World's Fastest Indian, The (2005)"
9.75,"Cliffhanger (1993)"
0.77,"Animal, The (2001)"
0.15,"What's the Worst That Could Happen? (2001)"
0.03,"As Tears Go By (Wong gok ka moon) (1988)"
0.15,"Bandidas (2006)"
0.08,"Big Eden (2000)"
2.2,"Evolution (2001)"
2.78,"Swordfish (2001)"
0.03,"Made in Britain (1982)"
0.37,"Anniversary Party, The (2001)"
0.01,"Bride of the Wind (2001)"
0.19,"Tristram Shandy: A Cock and Bull Story (2005)"
0.09,"Divided We Fall (Musíme si pomáhat) (2000)"
0.01,"Whatever Happened to Harold Smith? (1999)"
0.01,"Bitter Tea of General Yen, The (1933)"
0.56,"Catch-22 (1970)"
0.04,"Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972)"
5.47,"Coneheads (1993)"
0.14,"Forgotten Silver (1996)"
1.68,"Point Break (1991)"
0.01,"Charlie: The Life and Art of Charles Chaplin (2003)"
0.08,"Shag (1989)"
0,"Wilby Wonderful (2004)"
0.13,"Uncommon Valor (1983)"
0,"Rampo (a.k.a. The Mystery of Rampo) (1994)"
0.2,"Unlawful Entry (1992)"
0.02,"Helter Skelter (2004)"
0.16,"Youngblood (1986)"
0.02,"French Fried Vacation (Les Bronzés) (1978)"
0.1,"Annapolis (2006)"
0.23,"Big Momma's House 2 (2006)"
0.58,"Gentlemen Prefer Blondes (1953)"
0.53,"Nanny McPhee (2005)"
0,"Sweet November (1968)"
0.32,"How to Marry a Millionaire (1953)"
0,"Double Dare (2004)"
0.01,"Macabre (1958)"
0.02,"Dark, The (2005)"
0.58,"Seven Year Itch, The (1955)"
0.47,"Color of Night (1994)"
0.09,"There's No Business Like Show Business (1954)"
0.01,"Panic in Year Zero! (1962)"
3.39,"Tootsie (1982)"
0.02,"Boys Next Door, The (1986)"
0,"Here Comes the Groom (1951)"
0,"Julie (1956)"
0,"Tea For Two (1950)"
0.02,"Too Late the Hero (1970)"
0,"Green Dolphin Street (1947)"
0,"Lt. Robin Crusoe, U.S.N. (1966)"
0.04,"Bye Bye Birdie (1963)"
0,"Trio, The (Trio, Das) (1998)"
0.01,"Pavilion of Women (2000)"
0.09,"Comedians of Comedy, The (2005)"
1.43,"Atlantis: The Lost Empire (2001)"
3.6,"Lara Croft: Tomb Raider (2001)"
0,"Honey Pot, The (1967)"
0.06,"Tuskegee Airmen, The (1995)"
0.58,"Final Destination 3 (2006)"
0.88,"Dr. Dolittle 2 (2001)"
0,"I Could Go on Singing (1963)"
0.08,"Something New (2006)"
3.62,"Fast and the Furious, The (2001)"
0,"Free Money (1998)"
0.02,"Wind, The (1928)"
0.67,"Cops and Robbersons (1994)"
5.29,"A.I. Artificial Intelligence (2001)"
0.14,"Block Party (a.k.a. Dave Chappelle's Block Party) (2005)"
0.13,"Baby Boy (2001)"
0.01,"Madame Curie (1943)"
0.54,"Crazy/Beautiful (2001)"
0,"Orfeu (1999)"
0.2,"Pootie Tang (2001)"
0,"Sex of the Stars (Le sexe des étoiles) (1993)"
0.01,"Let It Snow (1999)"
0.15,"Imagine Me & You (2005)"
0.02,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)"
0.03,"Down From the Mountain (2000)"
0.01,"Mississippi Mermaid (Sirène du Mississipi, La) (1969)"
0.01,"Russian Doll (2000)"
1.11,"Sexy Beast (2000)"
0.01,"South of Heaven, West of Hell (2000)"
0.39,"Cowboy Way, The (1994)"
0.4,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)"
0.01,"Good Old Daze (Le péril jeune) (1994)"
0,"Place Vendôme (1998)"
0.28,"Closet, The (Placard, Le) (2001)"
0,"Broken Lance (1954)"
0.02,"Wolves (1999)"
0,"Four Horsemen of the Apocalypse, The (1921)"
0.01,"Sabah (2005)"
0.39,"Crimson Rivers, The (Rivières pourpres, Les) (2000)"
0.06,"Call of Cthulhu, The (2005)"
0.53,"Pink Panther, The (2006)"
0.03,"Troll (1986)"
0.05,"Lumumba (2000)"
0.01,"Pandaemonium (2000)"
0.03,"Business, The (2005)"
1.01,"Cats & Dogs (2001)"
0.13,"Curious George (2006)"
0.7,"Kiss of the Dragon (2001)"
0.38,"Firewall (2006)"
1.83,"Scary Movie 2 (2001)"
0.01,"Great McGinty, The (1940)"
0.16,"Lost and Delirious (2001)"
0,"Le créateur (1999) "
0.04,"White Diamond, The (2004)"
0.03,"Tony Takitani (2004)"
0.02,"Dangerous Game (1993)"
0.15,"Rape Me (Baise-moi) (2000)"
0.14,"When a Stranger Calls (2006)"
0.03,"Tamara (2005)"
0.06,"London (2005)"
0.06,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)"
0.05,"Neil Young: Heart of Gold (2006)"
0.07,"Freedomland (2006)"
0.07,"Winter Passing (2005)"
0.25,"Eight Below (2006)"
0.35,"Date Movie (2006)"
0.16,"Alice (1990)"
0.3,"Running Scared (2006)"
0.04,"Tyler Perry's Madea's Family Reunion (2006)"
0.03,"Doogal (2006)"
0.63,"Ultraviolet (2006)"
0.1,"Another Woman (1988)"
0.23,"Just My Luck (2006)"
0.12,"Pulse (2006)"
0.03,"Deep Sea 3D (2006)"
0.87,"16 Blocks (2006)"
0.1,"Beach Blanket Bingo (1965)"
0.06,"Big Deal on Madonna Street (I Soliti Ignoti) (1958)"
0,"Agata and the Storm (Agata e la tempesta) (2004)"
0.64,"Cannonball Run, The (1981)"
0.01,"Bongwater (1997)"
0.23,"Cannonball Run II (1984)"
0.01,"Trauma (1993)"
0.1,"Speed Zone! (a.k.a. Cannonball Run III) (1989)"
0.04,"Election (Hak se wui) (2005)"
0.04,"Half Light (2006)"
0.07,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
0,"Twist of Faith (2004)"
4.62,"Mortal Kombat (1995)"
7.14,"Dave (1993)"
0.02,"Donovan's Brain (1953)"
0.6,"Failure to Launch (2006)"
0.1,"Donovan's Reef (1963)"
0.03,"Dr. Goldfoot and the Bikini Machine (1965)"
0.03,"Ultimate Avengers (2006)"
1.78,"Ice Age 2: The Meltdown (2006)"
0.12,"Fall of the House of Usher, The (House of Usher) (1960)"
0.12,"Faust (1926)"
0.03,"All Quiet on the Western Front (1979)"
0.11,"Last Laugh, The (Letzte Mann, Der) (1924)"
0.06,"Big White, The (2005)"
0.76,"Man Who Shot Liberty Valance, The (1962)"
0.3,"Salvador (1986)"
0.02,"Stromboli (1950)"
0.05,"September (1987)"
0.14,"Shadows and Fog (1991)"
3.47,"Dazed and Confused (1993)"
0.32,"Something Wild (1986)"
0.04,"Cyrano de Bergerac (1950)"
0.14,"Sons of Katie Elder (1965)"
0.03,"Shinobi: Heart Under Blade (2005)"
0.05,"Thing with Two Heads, The (1972)"
0.01,"Every Man for Himself (Slow Motion) (Sauve qui peut (la vie)) (1980)"
0.02,"Village of the Giants (1965)"
0.09,"X: The Man with the X-Ray Eyes (1963)"
0.18,"Cheech & Chong's Nice Dreams (1981)"
0.01,"Chronos (1985)"
0.01,"Five Children and It (2004)"
0.06,"Day the Earth Caught Fire, The (1961)"
0.01,"Free Zone (2005)"
0.05,"Naked Spur, The (1953)"
0.05,"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)"
0.03,"Things Are Tough All Over (1982)"
0.03,"Prince & Me II: The Royal Wedding, The (2006)"
0.04,"Ask the Dust (2006)"
0.13,"All That Heaven Allows (1955)"
9.57,"V for Vendetta (2006)"
0.71,"She's the Man (2006)"
3.92,"Thank You for Smoking (2006)"
0.13,"Find Me Guilty (2006)"
3.16,"Inside Man (2006)"
7.31,"Demolition Man (1993)"
0.07,"Barefoot Contessa, The (1954)"
0.26,"Tsotsi (2005)"
0.01,"Blackout, The (1997)"
0.29,"Cries and Whispers (Viskningar och rop) (1972)"
0.17,"Aquamarine (2006)"
0.05,"Entertainer, The (1960)"
0.01,"Illustrated Man, The (1969)"
0.04,"Leprechaun 2 (1994)"
0.43,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
0.02,"Leprechaun 3 (1995)"
0.02,"Leprechaun 4: In Space (1997)"
0.02,"Leprechaun in the Hood (2000)"
0.08,"Howling III: The Marsupials (1987)"
0,"Dark at the Top of the Stairs, The (1960)"
0.01,"Story of a Love Affair (Cronaca di un amore) (1950)"
0.21,"Kiss Me Deadly (1955)"
0.63,"Lion in Winter, The (1968)"
0.12,"Misfits, The (1961)"
0.16,"Moby Dick (1956)"
0.02,"Man Who Sued God, The (2001)"
0.22,"Endless Summer 2, The (1994)"
0.03,"Popcorn (1991)"
0.05,"Lights in the Dusk (Laitakaupungin valot) (2006)"
0.02,"Rembrandt (1936)"
0.04,"Kummeli Stories (1995)"
0.34,"Sweet Smell of Success (1957)"
0.09,"Written on the Wind (1956)"
0.04,"10th Victim, The (La decima vittima) (1965)"
0.02,"Colonel Redl (Oberst Redl) (1985)"
0.07,"Obsession (1976)"
0.5,"Suspiria (1977)"
0.18,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
0.12,"Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)"
0.01,"Stranger on the Third Floor (1940)"
0.55,"Hills Have Eyes, The (2006)"
0.1,"Shaggy Dog, The (2006)"
0.48,"Even Cowgirls Get the Blues (1993)"
0.2,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
0.11,"Game of Death (1978)"
0.12,"Last Dragon, The (1985)"
0.02,"Personal Journey with Martin Scorsese Through American Movies, A (1995)"
0.01,"Inspector Clouseau (1968)"
0.4,"Outland (1981)"
0.26,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
0.04,"T-Rex: Back to the Cretaceous (1998)"
2.82,"Final Fantasy: The Spirits Within (2001)"
4.75,"Legally Blonde (2001)"
1.79,"Score, The (2001)"
0.01,"Adanggaman (2000)"
0.04,"Son of the Pink Panther (1993)"
0.7,"Fatal Instinct (1993)"
0.35,"Bully (2001)"
0.04,"Jump Tomorrow (2001)"
0.01,"Unknown White Male (2005)"
0.39,"Made (2001)"
0.06,"Michael Jordan to the Max (2000)"
0.1,"More (1998)"
0,"Thrill Ride: The Science of Fun (1997)"
3.41,"Lives of Others, The (Das leben der Anderen) (2006)"
0.01,"Haunted Castle (2001)"
0.02,"Red and the White, The (Csillagosok, katonák) (1967)"
0,"All Access (2001)"
0,"Fatty Drives the Bus (1999)"
0.07,"Africa: The Serengeti (1994)"
0.02,"City on Fire (Lung fu fong wan) (1987)"
0,"Goodbye, South, Goodbye (1996)"
0.07,"Nanook of the North (1922)"
0.03,"Alaska: Spirit of the Wild (1997)"
0.02,"Don't Torture a Duckling (Non si sevizia un paperino) (1972)"
0.02,"Resurrection (1980)"
0.02,"Youth of the Beast (Yaju no seishun) (1963)"
1.41,"Farewell My Concubine (Ba wang bie ji) (1993)"
0.01,"Encounter in the Third Dimension (1999)"
0.01,"Go Tell the Spartans (1978)"
0.01,"Siegfried & Roy: The Magic Box (1999)"
0.01,"They Call Me Mister Tibbs! (1970)"
0.12,"Take the Lead (2006)"
0.12,"18 Again! (1988)"
0,"Lacemaker, The (Dentellière, La) (1977)"
0.05,"1969 (1988)"
0.17,"Devil and Daniel Johnston, The (2005)"
0.49,"Accidental Tourist, The (1988)"
0.65,"Accused, The (1988)"
0.03,"Money (L'argent) (1983)"
0.02,"Trial of Joan of Arc, The (Procès de Jeanne d'Arc) (1962)"
0.06,"Mouchette (1967)"
0.26,"Above the Law (1988)"
0.01,"Caiman, The (Il caimano) (2006)"
3.35,"Lucky Number Slevin (2006)"
1.35,"Adventures of Baron Munchausen, The (1988)"
0.02,"Wild Blue Yonder, The (2005)"
0.01,"Wheel of Time (2003)"
0.07,"Apartment Zero (1988)"
0.01,"Riot On! (2004)"
0.03,"Appointment with Death (1988)"
0.98,"Volver (2006)"
0.08,"Favor, The (1994)"
0.1,"Ariel (1988)"
0,"N Word, The (2004)"
0.39,"Akeelah and the Bee (2006)"
0.16,"Arthur 2: On the Rocks (1988)"
0.02,"Lisbela e o Prisioneiro (Lisbela and the Prisoner) (2003)"
0.01,"Brainstorm (2001)"
0.03,"Bad Dreams (1988)"
0.01,"Urban Legends: Bloody Mary (2005)"
0.07,"Larry the Cable Guy: Health Inspector (2006)"
0.12,"Bat*21 (1988)"
0.1,"Stay Alive (2006)"
0.54,"Beaches (1988)"
0.07,"Beast of War, The (Beast, The) (1988)"
0,"Annie Oakley (1935)"
0.19,"Basic Instinct 2 (2006)"
0.13,"Big Business (1988)"
0.99,"Brick (2005)"
0.01,"Brothers Lionheart, The (Bröderna Lejonhjärta) (1977)"
0.32,"Big Top Pee-Wee (1988)"
0,"Dead Hate the Living!, The (2000)"
0.01,"Evil Aliens (2005)"
0.02,"Santa's Slay (2005)"
0.41,"Biloxi Blues (1988)"
0.01,"Dark Hours, The (2005)"
0.42,"This Film Is Not Yet Rated (2006)"
0.13,"Bird (1988)"
1.11,"Fearless (1993)"
0.32,"Blob, The (1988)"
0.02,"Fragile (2005)"
0.03,"Boost, The (1988)"
0.04,"ATL (2006)"
0.13,"Bright Lights, Big City (1988)"
0,"Brotherhood of Justice, The (1986)"
0.41,"Slither (2006)"
0.28,"Caddyshack II (1988)"
0.09,"Camille Claudel (1988)"
0.26,"Benchwarmers, The (2006)"
0.02,"Phat Girlz (2006)"
0.11,"Renaissance (2006)"
0.1,"Casual Sex? (1988)"
0.01,"Go for Zucker! (Alles auf Zucker!) (2004)"
0.01,"Curse of the Werewolf, The (1961)"
0.11,"Clean and Sober (1988)"
0.01,"Dead Fish (2004)"
0.21,"Friends with Money (2006)"
0.95,"Cocktail (1988)"
0,"King Is Dancing, The (Le roi danse) (2000)"
0.41,"Colors (1988)"
0.02,"Keane (2004)"
0.06,"Reefer Madness: The Movie Musical (2005)"
2.17,"Coming to America (1988)"
0,"I Love Your Work (2003)"
0.25,"Fear of a Black Hat (1994)"
0.05,"Couch Trip, The (1988)"
0.03,"Beauty and the Bastard (Tyttö sinä olet tähti) (2005)"
0,"Dementia (a.k.a. Daughter of Horror) (1955)"
0.02,"Criminal Law (1988)"
0.03,"Magic (1978)"
0.33,"Critters (1986)"
0.16,"Candy (2006)"
0.15,"Critters 2: The Main Course (1988)"
0,"Secrets of a Soul (Geheimnisse einer Seele) (1926)"
0.12,"Child, The (L'enfant) (2005)"
0.11,"Critters 3 (1991)"
0.07,"9/11 (2002)"
0.03,"Lacombe Lucien (1974)"
0.04,"Hoot (2006)"
0.21,"Crossing Delancey (1988)"
0.22,"D.O.A. (1988)"
0.03,"Where the Red Fern Grows (1974)"
0.07,"Dead Heat (1988)"
0.71,"Scary Movie 4 (2006)"
0.99,"Hard Candy (2005)"
0.02,"Dead Birds (2004)"
0.38,"Dead Pool, The (1988)"
1.68,"Dirty Rotten Scoundrels (1988)"
3.43,"To Die For (1995)"
1.1,"With Honors (1994)"
0.14,"Drowning by Numbers (1988)"
0.02,"Chinoise, La (1967)"
0.13,"Shutter (2004)"
0.17,"Elvira, Mistress of the Dark (1988)"
0.29,"Ernest Saves Christmas (1988)"
0.29,"Prairie Home Companion, A (2006)"
0.06,"Everybody's All-American (1988)"
0.01,"Even Money (2006)"
0.01,"Chess Players, The (Shatranj Ke Khilari) (1977)"
0,"Pinocchio and the Emperor of the Night (1987)"
0.08,"Feds (1988)"
0.01,"Corvette Summer (1978)"
0.06,"For Keeps (1988)"
0.43,"Frantic (1988)"
0.3,"Sentinel, The (2006)"
0.01,"Mirage (1965)"
0.02,"Fresh Horses (1988)"
0,"President's Last Bang, The (Geuddae geusaramdeul) (2005)"
0.12,"Wild, The (2006)"
0,"My Brother's Wife (Mujer de mi hermano, La) (2005)"
0.55,"Gorillas in the Mist (1988)"
1.01,"Silent Hill (2006)"
0.36,"Great Outdoors, The (1988)"
0.23,"Flesh and Bone (1993)"
0.02,"Heartbreak Hotel (1988)"
0.01,"Battle in Heaven (Batalla en el cielo) (2005)"
0.19,"American Dreamz (2006)"
0.07,"High Spirits (1988)"
0.06,"Hot to Trot (1988)"
0.03,"House on Carroll Street, The (1988)"
0,"Hôtel du Nord (1938)"
0.01,"Irresistible (2006)"
0.05,"Howling IV: The Original Nightmare (1988)"
0.16,"Imagine: John Lennon (1988)"
0.1,"Johnny Be Good (1988)"
0.12,"Lady in White (a.k.a. The Mystery of the Lady in White) (1988)"
0.01,"Mata Hari (1931)"
0.03,"23 (23 - Nichts ist so wie es scheint) (1998)"
0.13,"Kinky Boots (2005)"
0.01,"Glass Key, The (1942)"
0.21,"The Lair of the White Worm (1988)"
0.17,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)"
2.15,"Mission: Impossible III (2006)"
0.02,"Wayward Cloud, The (Tian bian yi duo yun) (2005)"
0.94,"Land Before Time, The (1988)"
0.02,"Nibelungen: Siegfried, Die (1924)"
0.01,"Nibelungen: Kriemhild's Revenge, Die (Die Nibelungen: Kriemhilds Rache) (1924)"
0.43,"Widows' Peak (1994)"
0.2,"License to Drive (1988)"
0.01,"Coast Guard, The (Hae anseon) (2002)"
0.29,"RV (2006)"
0.07,"Little Nikita (1988)"
0.75,"United 93 (2006)"
0.06,"Masquerade (1988)"
0.17,"Stick It (2006)"
0.01,"Secret Beyond the Door (1948)"
0.19,"Milagro Beanfield War (1988)"
0.13,"Moon Over Parador (1988)"
0.05,"Moving (1988)"
0.01,"Man Push Cart (2005)"
0.38,"My Stepmother Is an Alien (1988)"
0.06,"Night in the Life of Jimmy Reardon, A (1988)"
0.02,"Off Limits (1988)"
0.26,"Bagdad Cafe (Out of Rosenheim) (1987)"
0.35,"For Love or Money (1993)"
0.02,"Permanent Record (1988)"
0.01,"World, The (Shijie) (2004)"
0.39,"Red Heat (1988)"
0.16,"Return of the Living Dead Part II (1988)"
0.01,"Soldier Blue (1970)"
0.49,"Return of the Living Dead, The (1985)"
0.03,"Footlight Parade (1933)"
0.1,"Return to Snowy River (a.k.a. The Man From Snowy River II) (1988)"
0,"Lollilove (2004)"
0.42,"Man from Snowy River, The (1982)"
0.02,"Rocket Gibraltar (1988)"
0.11,"American Haunting, An (2005)"
0.2,"Running on Empty (1988)"
0.02,"Salome's Last Dance (1988)"
0.1,"Down in the Valley (2005)"
0.02,"Salsa (1988)"
9.77,"Firm, The (1993)"
0.05,"Satisfaction (a.k.a. Girls of Summer) (1988)"
0.31,"Serpent and the Rainbow, The (1988)"
0.02,"Hidden Blade, The (Kakushi ken oni no tsume) (2004)"
0.02,"Shakedown (1988)"
0.11,"Shoot to Kill (1988)"
1.23,"Over the Hedge (2006)"
0.63,"Short Circuit 2 (1988)"
0.2,"Art School Confidential (2006)"
0.41,"Poseidon (2006)"
3.53,"Da Vinci Code, The (2006)"
1.45,"Short Circuit (1986)"
0.58,"Vanishing, The (Spoorloos) (1988)"
0.03,"Stormy Monday (1988)"
0.02,"Sunset (1988)"
0.01,"Sweet Hearts Dance (1988)"
3.94,"X-Men: The Last Stand (2006)"
